date,title,review,rating,author,version
2022-07-19 07:08:02,使用介面,進入歷史紀錄後就卡在裡面 也沒有返回鍵 ，掃qr code 又開不了閃光燈 ，真爛,1,abcccc0011010,4.0.6
2022-07-19 04:00:19,不好用,介紹不清楚，輸入過的東西一直需要重複填寫，還會閃退,1,kent86773,4.0.6
2022-07-18 18:53:51,系統不穩,"我認為有兩點問題
第一，你們的ui 有問題，有的按鍵點不到，而且沒有返回鍵
第二，常常閃退",3,tonyMake,4.0.6
2022-07-16 06:17:32,介面很差,"介面非常差，很多步驟回不到上一步
付費也有問題
明明信用卡已有付款紀錄
App一直顯示沒有付款
過幾個小時終於點選付款成功
蛋
但再重新開啟app
又顯示尚未付款
實在非常惱人😡",1,難~,4.0.6
2022-07-16 00:43:48,會重複扣款,車子常會遇到有問題的狀況而不能啟動，App也會因為卡住而重複扣款，扣款完之後還要我繼續扣款，非常糟糕的騎乘體驗,1,WeAreYeaH,4.0.6
2022-06-27 03:49:42,App一直當掉 搞很久害我被蚊子咬,App一直當掉 搞很久害我被蚊子咬,1,言論自由 光復香港 中華民國,3.9.0
2022-06-04 08:44:17,租了完全沒辦法啟動 馬上換車就扣10元,如題，發現大家都有這個問題，到底為什麼可以有那麼多明明就不能啟動的車可以租借，也不排除這個問題，然後就等著薛下一個租到爛車的倒霉鬼再收十塊錢,2,7:@跟安安個,3.9.0
2022-05-02 06:45:45,爛到炸,騎一次跟搭公車一樣貴（10元起跳 騎起來也沒多快 然後錢還會亂扣 歸還的時候特別難連線 明明確定歸還好了 又突然連線到再幫你借一次ㄏㄏ 打客服有接 說會處理 結果根本沒下文 莫名其妙被扣的那20塊算了送你 直接果斷刪掉 然後來留負評☹️,1,我來自臺北市圖書館,3.9.0
2022-04-28 03:54:46,一堆bug,常常有一些不知所云的bug，用的讓人很生氣,1,微調一下會更好,3.9.0
2022-04-20 17:43:36,通知功能,還不錯，使用起來沒有大問題，就是常常站點沒車可借。,4,Linda_01280,3.9.0
2022-04-15 02:56:40,支援版本亂寫,無法支援ios12,1,i6超級愛好者,3.9.0
2022-04-13 05:37:06,Bug,一堆bug連註冊都註冊不了,1,奈腎恩網路太神啦,3.9.0
2022-04-13 05:19:21,爛,騎一分鐘突然異常還急煞 差點被後面的車撞,1,Jonathan0626,3.9.0
2022-03-18 02:09:47,每次用每次都要更新,騎oloo是為了省時間 結果每次打開都要更新還等超久？？？,1,puuzzzle,3.9.0
2022-02-26 21:12:53,App太頻繁出錯,我是清大的使用者，最近「連續好幾天」每次借車都會出現現場一堆車但是app上的車號根本不符合的狀況，所以我預約了車結果到現場根本沒這台車…發生一次兩次就算了，真的太多次了，也有向客服反映過，也有更新過，但同樣的狀況一直發生，除非改進不然以後真的不太會想繼續用了，反正預約了到現場也不會有車。,1,好想喝蛤蠣湯,3.7.2
2022-02-24 07:55:53,爛到不行,常常會車租了沒辦法啟動，完全沒騎換一台還要扣10塊錢，如果我大oloo公司是這樣斂財那真的可以滾出清大了，最近甚至還有手機上的車子編號跟實際停的車輛對不上的問題，導致車輛根本無法租借，這就是你們進駐校園友善學生的方式嗎？,1,趕早八被oloo衝康的學生,3.7.2
2022-02-17 19:30:36,加油,讚讚讚,5,少喔餓熬到,3.7.2
2021-12-05 21:09:40,無法回報問題,有好幾次想回報都無法在付錢的時候回報問題，趕快修復thanks,3,heydenbj,3.6.0
2021-12-04 21:49:20,開發團隊請加油,App 超雷 看得到騎不到,1,哥是god,3.6.0
2021-12-03 20:29:54,爛,排擠資工系？,1,我國政府官員的消息,3.6.0
2021-12-01 17:59:45,排擠工工系ㄇಠ_ಠ,"在選系所那邊，清大沒有工工系可以選ㄟ⋯
所以我就先隨便選一個，結果發現好像不能改了？！好桑心",4,Annie28qq,3.6.0
2021-11-19 20:51:42,非同站換車收500元,去搶錢比較快,1,ian chen tw,3.5.0
2021-11-19 02:36:48,無法掃描,一點掃描的地方就黑屏,1,jjiiaaaaaaaaaaaa,3.5.0
2021-11-16 19:21:55,新穎的共享服務！值得推廣！,目前只在交大校園可使用，希望能在其他地方也能騎到！app/車輛/站點都蠻好看好用。,5,ryanlaii,3.5.0
2021-10-14 07:51:19,定位問題,"你們不要讓我每次都要點第二次還車啦
第一次都要說沒有在還車範圍，還要問要不要付500塊還車費。
為啥不就整個校園範圍都可以適用= =
規定停環校或是主要道路就好了啊",2,looplusplus,3.2.0
2021-09-24 19:14:28,介面有點花，綁信用卡很不友善,如題，我沒信用卡也不想辦，這能不能開發綁悠遊卡啊,3,我恨暱稱,3.2.0
2021-05-11 04:14:59,一直在審核中,申請了2個多月，也重新申請過，快3個月了，都還沒通過，搞得我好像身份有問題一樣，想試用看看也沒機會，不知道到底有沒有在審核,1,烤焦的餅乾,2.2.0
2021-03-22 18:35:05,看不到哪裡有車,新竹都沒車？,2,jshehhejais,1.9.0
2020-12-09 22:43:05,審查時間過久,"已經審查兩個禮拜了
遲遲還未開通...",1,SSS.qu,1.0.3
2020-10-26 20:10:35,交大的驕傲！,在新竹交通很不便 這個app提供的服務很實在,5,Chashu Woo,1.0.2
